data_wl9f6dm4
success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,rt,stimulus,response,phase,valence,prime_image,past_response_label,past_session_id
,,,,,html-keyboard-response,40,2.1.0,182675,null,,null,blank,,,,
,,,,,image-keyboard-response,41,2.1.0,182877,null,Targets/pic26.jpg,null,target,,,,
,,,,,html-keyboard-response,42,2.1.0,184680,1802,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,43,2.1.0,186564,1884,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,44,2.1.0,187066,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,45,2.1.0,187169,null,Primes/unpleasant_2.jpg,null,prime,unpleasant,Primes/unpleasant_2.jpg,,
,,,,,html-keyboard-response,46,2.1.0,187271,null,,null,blank,,,,
,,,,,image-keyboard-response,47,2.1.0,187472,null,Targets/pic55.jpg,null,target,,,,
,,,,,html-keyboard-response,48,2.1.0,190197,2723,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,49,2.1.0,191534,1337,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,html-keyboard-response,50,2.1.0,192035,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,51,2.1.0,192137,null,Primes/pleasant3.jpg,null,prime,pleasant,Primes/pleasant3.jpg,,
,,,,,html-keyboard-response,52,2.1.0,192239,null,,null,blank,,,,
,,,,,image-keyboard-response,53,2.1.0,192442,null,Targets/pic24.jpg,null,target,,,,
,,,,,html-keyboard-response,54,2.1.0,193595,1152,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,55,2.1.0,194170,575,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,html-keyboard-response,56,2.1.0,194671,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,57,2.1.0,194774,null,Primes/unpleasant_4.jpg,null,prime,unpleasant,Primes/unpleasant_4.jpg,,
,,,,,html-keyboard-response,58,2.1.0,194876,null,,null,blank,,,,
,,,,,image-keyboard-response,59,2.1.0,195078,null,Targets/pic9.jpg,null,target,,,,
,,,,,html-keyboard-response,60,2.1.0,196625,1546,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,61,2.1.0,197475,849,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,62,2.1.0,197976,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,63,2.1.0,198078,null,Primes/pleasant10.jpg,null,prime,pleasant,Primes/pleasant10.jpg,,
,,,,,html-keyboard-response,64,2.1.0,198180,null,,null,blank,,,,
,,,,,image-keyboard-response,65,2.1.0,198382,null,Targets/pic20.jpg,null,target,,,,
,,,,,html-keyboard-response,66,2.1.0,202613,4229,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,67,2.1.0,203782,1168,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,68,2.1.0,206503,2720,You completed test trials! Experimental trials will start now.<br><br>Press the <b>space bar</b> to begin., ,,,,,
,,,,,html-keyboard-response,69,2.1.0,208006,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,70,2.1.0,208108,null,Primes/pleasant6.jpg,null,prime,pleasant,Primes/pleasant6.jpg,,
,,,,,html-keyboard-response,71,2.1.0,208210,null,,null,blank,,,,
,,,,,image-keyboard-response,72,2.1.0,208412,null,Targets/pic8.jpg,null,target,,,,
,,,,,html-keyboard-response,73,2.1.0,209516,1104,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,74,2.1.0,210369,852,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,html-keyboard-response,75,2.1.0,210870,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,76,2.1.0,210972,null,Primes/unpleasant_4.jpg,null,prime,unpleasant,Primes/unpleasant_4.jpg,,
,,,,,html-keyboard-response,77,2.1.0,211075,null,,null,blank,,,,
,,,,,image-keyboard-response,78,2.1.0,211276,null,Targets/pic1.jpg,null,target,,,,
,,,,,html-keyboard-response,79,2.1.0,213282,2005,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,80,2.1.0,213784,501,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,html-keyboard-response,81,2.1.0,214286,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,82,2.1.0,214387,null,Primes/unpleasant_6.jpg,null,prime,unpleasant,Primes/unpleasant_6.jpg,,
,,,,,html-keyboard-response,83,2.1.0,214489,null,,null,blank,,,,
,,,,,image-keyboard-response,84,2.1.0,214691,null,Targets/pic35.jpg,null,target,,,,
,,,,,html-keyboard-response,85,2.1.0,215893,1200,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,86,2.1.0,216870,977,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,87,2.1.0,217372,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,88,2.1.0,217475,null,Primes/unpleasant_9.jpg,null,prime,unpleasant,Primes/unpleasant_9.jpg,,
,,,,,html-keyboard-response,89,2.1.0,217576,null,,null,blank,,,,
,,,,,image-keyboard-response,90,2.1.0,217778,null,Targets/pic4.jpg,null,target,,,,
,,,,,html-keyboard-response,91,2.1.0,218982,1203,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,92,2.1.0,219567,585,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,93,2.1.0,220069,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,94,2.1.0,220171,null,Primes/unpleasant_9.jpg,null,prime,unpleasant,Primes/unpleasant_9.jpg,,
,,,,,html-keyboard-response,95,2.1.0,220274,null,,null,blank,,,,
,,,,,image-keyboard-response,96,2.1.0,220476,null,Targets/pic3.jpg,null,target,,,,
,,,,,html-keyboard-response,97,2.1.0,223282,2805,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,98,2.1.0,223665,382,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,99,2.1.0,224166,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,100,2.1.0,224268,null,Primes/unpleasant_9.jpg,null,prime,unpleasant,Primes/unpleasant_9.jpg,,
,,,,,html-keyboard-response,101,2.1.0,224369,null,,null,blank,,,,
,,,,,image-keyboard-response,102,2.1.0,224571,null,Targets/pic16.jpg,null,target,,,,
,,,,,html-keyboard-response,103,2.1.0,225693,1121,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,104,2.1.0,226051,357,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,105,2.1.0,226552,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,106,2.1.0,226654,null,Primes/pleasant1.jpg,null,prime,pleasant,Primes/pleasant1.jpg,,
,,,,,html-keyboard-response,107,2.1.0,226755,null,,null,blank,,,,
,,,,,image-keyboard-response,108,2.1.0,226957,null,Targets/pic52.jpg,null,target,,,,
,,,,,html-keyboard-response,109,2.1.0,227829,872,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,110,2.1.0,228227,397,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,111,2.1.0,228728,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,112,2.1.0,228831,null,Primes/unpleasant_5.jpg,null,prime,unpleasant,Primes/unpleasant_5.jpg,,
,,,,,html-keyboard-response,113,2.1.0,228933,null,,null,blank,,,,
,,,,,image-keyboard-response,114,2.1.0,229135,null,Targets/pic31.jpg,null,target,,,,
,,,,,html-keyboard-response,115,2.1.0,229872,737,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,116,2.1.0,230282,409,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,117,2.1.0,230783,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,118,2.1.0,230885,null,Primes/unpleasant_8.jpg,null,prime,unpleasant,Primes/unpleasant_8.jpg,,
,,,,,html-keyboard-response,119,2.1.0,230986,null,,null,blank,,,,
,,,,,image-keyboard-response,120,2.1.0,231188,null,Targets/pic65.jpg,null,target,,,,
,,,,,html-keyboard-response,121,2.1.0,232157,968,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,122,2.1.0,232498,341,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,123,2.1.0,233000,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,124,2.1.0,233101,null,Primes/unpleasant_5.jpg,null,prime,unpleasant,Primes/unpleasant_5.jpg,,
,,,,,html-keyboard-response,125,2.1.0,233203,null,,null,blank,,,,
,,,,,image-keyboard-response,126,2.1.0,233404,null,Targets/pic32.jpg,null,target,,,,
,,,,,html-keyboard-response,127,2.1.0,234803,1398,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,128,2.1.0,235211,407,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,129,2.1.0,235712,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,130,2.1.0,235814,null,Primes/pleasant1.jpg,null,prime,pleasant,Primes/pleasant1.jpg,,
,,,,,html-keyboard-response,131,2.1.0,235917,null,,null,blank,,,,
,,,,,image-keyboard-response,132,2.1.0,236118,null,Targets/pic63.jpg,null,target,,,,
,,,,,html-keyboard-response,133,2.1.0,236758,639,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,134,2.1.0,237082,324,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,135,2.1.0,237584,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,136,2.1.0,237686,null,Primes/pleasant2.jpg,null,prime,pleasant,Primes/pleasant2.jpg,,
,,,,,html-keyboard-response,137,2.1.0,237787,null,,null,blank,,,,
,,,,,image-keyboard-response,138,2.1.0,237990,null,Targets/pic57.jpg,null,target,,,,
,,,,,html-keyboard-response,139,2.1.0,239665,1674,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,140,2.1.0,241093,1427,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,html-keyboard-response,141,2.1.0,241594,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,142,2.1.0,241695,null,Primes/unpleasant_6.jpg,null,prime,unpleasant,Primes/unpleasant_6.jpg,,
,,,,,html-keyboard-response,143,2.1.0,241797,null,,null,blank,,,,
,,,,,image-keyboard-response,144,2.1.0,242001,null,Targets/pic19.jpg,null,target,,,,
,,,,,html-keyboard-response,145,2.1.0,243556,1554,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,146,2.1.0,243919,363,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,147,2.1.0,244420,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,148,2.1.0,244521,null,Primes/unpleasant_8.jpg,null,prime,unpleasant,Primes/unpleasant_8.jpg,,
,,,,,html-keyboard-response,149,2.1.0,244622,null,,null,blank,,,,
,,,,,image-keyboard-response,150,2.1.0,244824,null,Targets/pic56.jpg,null,target,,,,
,,,,,html-keyboard-response,151,2.1.0,248596,3771,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,152,2.1.0,252323,3726,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,153,2.1.0,252825,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,154,2.1.0,252927,null,Primes/unpleasant_10.jpg,null,prime,unpleasant,Primes/unpleasant_10.jpg,,
,,,,,html-keyboard-response,155,2.1.0,253029,null,,null,blank,,,,
,,,,,image-keyboard-response,156,2.1.0,253230,null,Targets/pic72.jpg,null,target,,,,
,,,,,html-keyboard-response,157,2.1.0,254562,1331,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,158,2.1.0,255139,576,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,159,2.1.0,255640,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,160,2.1.0,255742,null,Primes/unpleasant_7.jpg,null,prime,unpleasant,Primes/unpleasant_7.jpg,,
,,,,,html-keyboard-response,161,2.1.0,255843,null,,null,blank,,,,
,,,,,image-keyboard-response,162,2.1.0,256044,null,Targets/pic17.jpg,null,target,,,,
,,,,,html-keyboard-response,163,2.1.0,257482,1437,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,164,2.1.0,259411,1929,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,165,2.1.0,259912,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,166,2.1.0,260015,null,Primes/pleasant12.jpg,null,prime,pleasant,Primes/pleasant12.jpg,,
,,,,,html-keyboard-response,167,2.1.0,260116,null,,null,blank,,,,
,,,,,image-keyboard-response,168,2.1.0,260318,null,Targets/pic76.jpg,null,target,,,,
,,,,,html-keyboard-response,169,2.1.0,261536,1217,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,170,2.1.0,263808,2271,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,html-keyboard-response,171,2.1.0,264309,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,172,2.1.0,264412,null,Primes/unpleasant_3.jpg,null,prime,unpleasant,Primes/unpleasant_3.jpg,,
,,,,,html-keyboard-response,173,2.1.0,264513,null,,null,blank,,,,
,,,,,image-keyboard-response,174,2.1.0,264715,null,Targets/pic58.jpg,null,target,,,,
,,,,,html-keyboard-response,175,2.1.0,265878,1162,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,176,2.1.0,266223,345,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,html-keyboard-response,177,2.1.0,266724,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,178,2.1.0,266826,null,Primes/pleasant11.jpg,null,prime,pleasant,Primes/pleasant11.jpg,,
,,,,,html-keyboard-response,179,2.1.0,266929,null,,null,blank,,,,
,,,,,image-keyboard-response,180,2.1.0,267130,null,Targets/pic67.jpg,null,target,,,,
,,,,,html-keyboard-response,181,2.1.0,268578,1447,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,182,2.1.0,268938,359,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,183,2.1.0,269439,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,184,2.1.0,269541,null,Primes/pleasant6.jpg,null,prime,pleasant,Primes/pleasant6.jpg,,
,,,,,html-keyboard-response,185,2.1.0,269642,null,,null,blank,,,,
,,,,,image-keyboard-response,186,2.1.0,269844,null,Targets/pic7.jpg,null,target,,,,
,,,,,html-keyboard-response,187,2.1.0,270619,774,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,188,2.1.0,271303,684,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,189,2.1.0,271804,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,190,2.1.0,271906,null,Primes/unpleasant_6.jpg,null,prime,unpleasant,Primes/unpleasant_6.jpg,,
,,,,,html-keyboard-response,191,2.1.0,272008,null,,null,blank,,,,
,,,,,image-keyboard-response,192,2.1.0,272209,null,Targets/pic41.jpg,null,target,,,,
,,,,,html-keyboard-response,193,2.1.0,273017,806,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,194,2.1.0,273747,729,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,195,2.1.0,274248,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,196,2.1.0,274349,null,Primes/unpleasant_4.jpg,null,prime,unpleasant,Primes/unpleasant_4.jpg,,
,,,,,html-keyboard-response,197,2.1.0,274451,null,,null,blank,,,,
,,,,,image-keyboard-response,198,2.1.0,274654,null,Targets/pic46.jpg,null,target,,,,
,,,,,html-keyboard-response,199,2.1.0,275278,624,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,200,2.1.0,276098,819,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,201,2.1.0,276600,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,202,2.1.0,276702,null,Primes/pleasant7.jpg,null,prime,pleasant,Primes/pleasant7.jpg,,
,,,,,html-keyboard-response,203,2.1.0,276805,null,,null,blank,,,,
,,,,,image-keyboard-response,204,2.1.0,277007,null,Targets/pic11.jpg,null,target,,,,
,,,,,html-keyboard-response,205,2.1.0,277950,942,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,206,2.1.0,278438,488,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,207,2.1.0,278939,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,208,2.1.0,279041,null,Primes/pleasant3.jpg,null,prime,pleasant,Primes/pleasant3.jpg,,
,,,,,html-keyboard-response,209,2.1.0,279143,null,,null,blank,,,,
,,,,,image-keyboard-response,210,2.1.0,279345,null,Targets/pic77.jpg,null,target,,,,
,,,,,html-keyboard-response,211,2.1.0,279886,540,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,212,2.1.0,280284,398,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,213,2.1.0,280786,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,214,2.1.0,280888,null,Primes/pleasant4.jpg,null,prime,pleasant,Primes/pleasant4.jpg,,
