data_r4gfbk9y[87]
success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,rt,stimulus,response,phase,valence,prime_image,past_response_label,past_session_id
,,,,,html-keyboard-response,5,2.1.0,410089,24477,"<div style=""max-width:1000px; margin: 0 auto; text-align:center;""> <p>Here are some examples of the types of pictures that you will see during the task:</p> <table style=""margin: 10px auto; border-collapse: collapse;""> <tr> <th colspan=""6"" style=""padding:8px; font-size:16px; text-align:center;""> Real-life images </th> </tr> <tr><td style=""padding:6px; text-align:center;""><img src=""Primes/unpleasant_6.jpg"" style=""width:140px; height:auto; display:block; margin:0 auto;""></td><td style=""padding:6px; text-align:center;""><img src=""Primes/pleasant6.jpg"" style=""width:140px; height:auto; display:block; margin:0 auto;""></td><td style=""padding:6px; text-align:center;""><img src=""Primes/pleasant12.jpg"" style=""width:140px; height:auto; display:block; margin:0 auto;""></td><td style=""padding:6px; text-align:center;""><img src=""Primes/unpleasant_1.jpg"" style=""width:140px; height:auto; display:block; margin:0 auto;""></td><td style=""padding:6px; text-align:center;""><img src=""Primes/pleasant4.jpg"" style=""width:140px; height:auto; display:block; margin:0 auto;""></td><td style=""padding:6px; text-align:center;""><img src=""Primes/pleasant2.jpg"" style=""width:140px; height:auto; display:block; margin:0 auto;""></td></tr> <tr> <th colspan=""6"" style=""padding:12px 8px 8px; font-size:16px; text-align:center;""> Abstract paintings </th> </tr> <tr><td style=""padding:6px; text-align:center;""><img src=""Targets/pic69.jpg"" style=""width:140px; height:auto; display:block; margin:0 auto;""></td><td style=""padding:6px; text-align:center;""><img src=""Targets/pic67.jpg"" style=""width:140px; height:auto; display:block; margin:0 auto;""></td><td style=""padding:6px; text-align:center;""><img src=""Targets/pic4.jpg"" style=""width:140px; height:auto; display:block; margin:0 auto;""></td><td style=""padding:6px; text-align:center;""><img src=""Targets/pic17.jpg"" style=""width:140px; height:auto; display:block; margin:0 auto;""></td><td style=""padding:6px; text-align:center;""><img src=""Targets/pic13.jpg"" style=""width:140px; height:auto; display:block; margin:0 auto;""></td><td style=""padding:6px; text-align:center;""><img src=""Targets/pic38.jpg"" style=""width:140px; height:auto; display:block; margin:0 auto;""></td></tr> </table> <p>Press the<b>space bar</b> to continue.</p> </div>", ,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,6,2.1.0,509629,98536,"We will now provide you with an opportunity to practice the task. Remember: You should judge whether each abstract <br><br>
      painting is more or less visually pleasant than average by pressing the E or the I key. And if you think your <br><br>
      rating of the abstract paintingwas influenced by the real-life image that appeared just before it, press the 1 key.<br><br>
      And if it was not influenced by the real-life image, press the 0 key. When you are ready to try a few practice <br><br>
      responses, hit the <b>space bar</b>.<br><br>
      Ready? Press the <b>space bar</b> to begin.",Enter,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,7,2.1.0,580605,69972,"Good! The test phase will now begin. Keep going as before.<br><br>
      As a reminder: If the abstract painting is less visually pleasant than average, press the E key. And if it is more visually pleasant than average, press the I key.<br><br>
      Ready? Press the <b>space bar</b> to begin.", ,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,8,2.1.0,582117,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,9,2.1.0,582264,null,Primes/unpleasant_8.jpg,null,prime,unpleasant,Primes/unpleasant_8.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,10,2.1.0,582367,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,11,2.1.0,582579,null,Targets/pic51.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,12,2.1.0,593521,10939,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,13,2.1.0,599832,6309,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,14,2.1.0,600336,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,15,2.1.0,600441,null,Primes/pleasant12.jpg,null,prime,pleasant,Primes/pleasant12.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,16,2.1.0,600546,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,17,2.1.0,600757,null,Targets/pic37.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,18,2.1.0,604095,3333,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,19,2.1.0,607318,3221,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,20,2.1.0,607822,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,21,2.1.0,607937,null,Primes/pleasant1.jpg,null,prime,pleasant,Primes/pleasant1.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,22,2.1.0,608041,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,23,2.1.0,608246,null,Targets/pic13.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,24,2.1.0,625665,17415,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,25,2.1.0,631021,5353,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,26,2.1.0,631524,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,27,2.1.0,631657,null,Primes/unpleasant_5.jpg,null,prime,unpleasant,Primes/unpleasant_5.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,28,2.1.0,631762,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,29,2.1.0,631975,null,Targets/pic7.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,30,2.1.0,637901,5922,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,31,2.1.0,638797,893,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,32,2.1.0,639301,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,33,2.1.0,639406,null,Primes/pleasant2.jpg,null,prime,pleasant,Primes/pleasant2.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,34,2.1.0,639511,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,35,2.1.0,639725,null,Targets/pic75.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,36,2.1.0,642281,2552,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,37,2.1.0,645486,3203,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,38,2.1.0,645991,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,39,2.1.0,646098,null,Primes/unpleasant_8.jpg,null,prime,unpleasant,Primes/unpleasant_8.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,40,2.1.0,646203,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,41,2.1.0,646415,null,Targets/pic62.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,42,2.1.0,650746,4327,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,43,2.1.0,651405,657,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,44,2.1.0,651909,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,45,2.1.0,652048,null,Primes/unpleasant_2.jpg,null,prime,unpleasant,Primes/unpleasant_2.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,46,2.1.0,652153,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,47,2.1.0,652365,null,Targets/pic44.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,48,2.1.0,654569,2200,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,49,2.1.0,658059,3488,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,50,2.1.0,658563,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,51,2.1.0,658667,null,Primes/unpleasant_2.jpg,null,prime,unpleasant,Primes/unpleasant_2.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,52,2.1.0,658771,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,53,2.1.0,658984,null,Targets/pic70.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,54,2.1.0,660531,1542,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,55,2.1.0,660881,348,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,56,2.1.0,661383,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,57,2.1.0,661512,null,Primes/unpleasant_4.jpg,null,prime,unpleasant,Primes/unpleasant_4.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,58,2.1.0,661616,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,59,2.1.0,661833,null,Targets/pic28.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,60,2.1.0,665194,3356,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,61,2.1.0,666568,1371,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,62,2.1.0,667072,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,63,2.1.0,667182,null,Primes/pleasant2.jpg,null,prime,pleasant,Primes/pleasant2.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,64,2.1.0,667285,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,65,2.1.0,667498,null,Targets/pic27.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,66,2.1.0,669497,1996,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,67,2.1.0,670240,741,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,68,2.1.0,675443,5200,You completed test trials! Experimental trials will start now.<br><br>Press the <b>space bar</b> to begin., ,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,69,2.1.0,676950,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,70,2.1.0,677055,null,Primes/pleasant4.jpg,null,prime,pleasant,Primes/pleasant4.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,71,2.1.0,677159,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,72,2.1.0,677372,null,Targets/pic29.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,73,2.1.0,679013,1638,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,74,2.1.0,681137,2121,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,75,2.1.0,681640,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,76,2.1.0,681748,null,Primes/pleasant11.jpg,null,prime,pleasant,Primes/pleasant11.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,77,2.1.0,681852,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,78,2.1.0,682067,null,Targets/pic60.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,79,2.1.0,686024,3954,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,80,2.1.0,688194,2168,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,81,2.1.0,688698,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,82,2.1.0,688803,null,Primes/unpleasant_2.jpg,null,prime,unpleasant,Primes/unpleasant_2.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,83,2.1.0,688907,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,84,2.1.0,689121,null,Targets/pic41.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,85,2.1.0,691132,2007,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,86,2.1.0,693219,2085,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,87,2.1.0,693723,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,88,2.1.0,693839,null,Primes/pleasant5.jpg,null,prime,pleasant,Primes/pleasant5.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,89,2.1.0,693942,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,90,2.1.0,694156,null,Targets/pic63.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,91,2.1.0,698432,4274,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,92,2.1.0,699430,994,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,93,2.1.0,699933,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,94,2.1.0,700038,null,Primes/unpleasant_1.jpg,null,prime,unpleasant,Primes/unpleasant_1.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,95,2.1.0,700142,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,96,2.1.0,700355,null,Targets/pic71.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,97,2.1.0,702088,1730,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,98,2.1.0,703470,1379,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,99,2.1.0,703973,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,100,2.1.0,704105,null,Primes/unpleasant_7.jpg,null,prime,unpleasant,Primes/unpleasant_7.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,101,2.1.0,704209,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,102,2.1.0,704421,null,Targets/pic9.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,103,2.1.0,707878,3454,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,104,2.1.0,708832,951,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,105,2.1.0,709334,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,106,2.1.0,709438,null,Primes/unpleasant_8.jpg,null,prime,unpleasant,Primes/unpleasant_8.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,107,2.1.0,709542,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,108,2.1.0,709755,null,Targets/pic3.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,109,2.1.0,714891,5132,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,110,2.1.0,716273,1379,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,111,2.1.0,716777,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,112,2.1.0,716893,null,Primes/pleasant3.jpg,null,prime,pleasant,Primes/pleasant3.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,113,2.1.0,716997,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,114,2.1.0,717211,null,Targets/pic26.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,115,2.1.0,719045,1831,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,116,2.1.0,720305,1258,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,117,2.1.0,720808,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,118,2.1.0,720913,null,Primes/unpleasant_2.jpg,null,prime,unpleasant,Primes/unpleasant_2.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,119,2.1.0,721017,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,120,2.1.0,721230,null,Targets/pic21.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,121,2.1.0,722912,1679,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,122,2.1.0,723895,981,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,123,2.1.0,724399,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,124,2.1.0,724503,null,Primes/unpleasant_1.jpg,null,prime,unpleasant,Primes/unpleasant_1.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,125,2.1.0,724616,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,126,2.1.0,724826,null,Targets/pic12.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,127,2.1.0,725830,998,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,128,2.1.0,727164,1333,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,129,2.1.0,727668,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,130,2.1.0,727772,null,Primes/pleasant5.jpg,null,prime,pleasant,Primes/pleasant5.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,131,2.1.0,727876,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,132,2.1.0,728089,null,Targets/pic76.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,133,2.1.0,730287,2195,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,134,2.1.0,735518,5229,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,135,2.1.0,736022,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,136,2.1.0,736126,null,Primes/pleasant4.jpg,null,prime,pleasant,Primes/pleasant4.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,137,2.1.0,736230,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,138,2.1.0,736444,null,Targets/pic40.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,139,2.1.0,738688,2240,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,140,2.1.0,739720,1030,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,141,2.1.0,740224,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,142,2.1.0,740328,null,Primes/pleasant11.jpg,null,prime,pleasant,Primes/pleasant11.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,143,2.1.0,740432,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,144,2.1.0,740646,null,Targets/pic33.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,145,2.1.0,743590,2941,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,146,2.1.0,744604,1010,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,147,2.1.0,745107,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,148,2.1.0,745243,null,Primes/unpleasant_10.jpg,null,prime,unpleasant,Primes/unpleasant_10.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,149,2.1.0,745351,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,150,2.1.0,745564,null,Targets/pic42.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,151,2.1.0,748253,2685,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,152,2.1.0,749333,1078,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,153,2.1.0,749837,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,154,2.1.0,749950,null,Primes/pleasant10.jpg,null,prime,pleasant,Primes/pleasant10.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,155,2.1.0,750053,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,156,2.1.0,750266,null,Targets/pic47.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,157,2.1.0,754432,4163,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,158,2.1.0,755573,1139,Did the prime influence your judgment?<br><br>,1,,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,159,2.1.0,756077,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,160,2.1.0,756188,null,Primes/pleasant7.jpg,null,prime,pleasant,Primes/pleasant7.jpg,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,161,2.1.0,756292,null,,null,blank,,,,
,,,,,,,,,,,,,,,,
,,,,,image-keyboard-response,162,2.1.0,756505,null,Targets/pic61.jpg,null,target,,,,
,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,163,2.1.0,759492,2984,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,,,,,,,,,,,,
