success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,rt,stimulus,response,phase,valence,prime_image,past_response_label,past_session_id
,,,,,image-keyboard-response,17,2.1.0,145659,null,Targets/pic45.jpg,null,target,,,,
,,,,,html-keyboard-response,18,2.1.0,152772,7112,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,19,2.1.0,153729,956,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,20,2.1.0,154230,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,21,2.1.0,154331,null,Primes/unpleasant_7.jpg,null,prime,unpleasant,Primes/unpleasant_7.jpg,,
,,,,,html-keyboard-response,22,2.1.0,154432,null,,null,blank,,,,
,,,,,image-keyboard-response,23,2.1.0,154634,null,Targets/pic33.jpg,null,target,,,,
,,,,,html-keyboard-response,24,2.1.0,161129,6492,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,25,2.1.0,162183,1052,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,26,2.1.0,162684,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,27,2.1.0,162787,null,Primes/pleasant2.jpg,null,prime,pleasant,Primes/pleasant2.jpg,,
,,,,,html-keyboard-response,28,2.1.0,162889,null,,null,blank,,,,
,,,,,image-keyboard-response,29,2.1.0,163091,null,Targets/pic10.jpg,null,target,,,,
,,,,,html-keyboard-response,30,2.1.0,164973,1881,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,31,2.1.0,165642,669,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,32,2.1.0,166144,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,33,2.1.0,166245,null,Primes/pleasant3.jpg,null,prime,pleasant,Primes/pleasant3.jpg,,
,,,,,html-keyboard-response,34,2.1.0,166348,null,,null,blank,,,,
,,,,,image-keyboard-response,35,2.1.0,166554,null,Targets/pic61.jpg,null,target,,,,
,,,,,html-keyboard-response,36,2.1.0,167637,1083,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,37,2.1.0,168337,700,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,38,2.1.0,168838,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,39,2.1.0,168941,null,Primes/pleasant4.jpg,null,prime,pleasant,Primes/pleasant4.jpg,,
,,,,,html-keyboard-response,40,2.1.0,169044,null,,null,blank,,,,
,,,,,image-keyboard-response,41,2.1.0,169244,null,Targets/pic2.jpg,null,target,,,,
,,,,,html-keyboard-response,42,2.1.0,170429,1184,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,43,2.1.0,171028,598,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,44,2.1.0,171529,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,45,2.1.0,171632,null,Primes/pleasant1.jpg,null,prime,pleasant,Primes/pleasant1.jpg,,
,,,,,html-keyboard-response,46,2.1.0,171736,null,,null,blank,,,,
,,,,,image-keyboard-response,47,2.1.0,171939,null,Targets/pic5.jpg,null,target,,,,
,,,,,html-keyboard-response,48,2.1.0,173068,1128,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,49,2.1.0,173574,505,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,50,2.1.0,174074,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,51,2.1.0,174177,null,Primes/pleasant4.jpg,null,prime,pleasant,Primes/pleasant4.jpg,,
,,,,,html-keyboard-response,52,2.1.0,174280,null,,null,blank,,,,
,,,,,image-keyboard-response,53,2.1.0,174483,null,Targets/pic30.jpg,null,target,,,,
,,,,,html-keyboard-response,54,2.1.0,177515,3031,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,55,2.1.0,177875,360,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,56,2.1.0,178376,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,57,2.1.0,178479,null,Primes/pleasant6.jpg,null,prime,pleasant,Primes/pleasant6.jpg,,
,,,,,html-keyboard-response,58,2.1.0,178581,null,,null,blank,,,,
,,,,,image-keyboard-response,59,2.1.0,178783,null,Targets/pic71.jpg,null,target,,,,
,,,,,html-keyboard-response,60,2.1.0,179845,1062,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,61,2.1.0,180486,640,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,62,2.1.0,180987,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,63,2.1.0,181093,null,Primes/pleasant12.jpg,null,prime,pleasant,Primes/pleasant12.jpg,,
,,,,,html-keyboard-response,64,2.1.0,181195,null,,null,blank,,,,
,,,,,image-keyboard-response,65,2.1.0,181397,null,Targets/pic39.jpg,null,target,,,,
,,,,,html-keyboard-response,66,2.1.0,185078,3680,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,67,2.1.0,185851,774,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,68,2.1.0,194570,8717,You completed test trials! Experimental trials will start now.<br><br>Press the <b>space bar</b> to begin., ,,,,,
,,,,,html-keyboard-response,69,2.1.0,196074,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,70,2.1.0,196175,null,Primes/unpleasant_10.jpg,null,prime,unpleasant,Primes/unpleasant_10.jpg,,
,,,,,html-keyboard-response,71,2.1.0,196277,null,,null,blank,,,,
,,,,,image-keyboard-response,72,2.1.0,196479,null,Targets/pic43.jpg,null,target,,,,
,,,,,html-keyboard-response,73,2.1.0,198747,2267,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,74,2.1.0,199675,923,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,75,2.1.0,200176,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,76,2.1.0,200278,null,Primes/pleasant5.jpg,null,prime,pleasant,Primes/pleasant5.jpg,,
,,,,,html-keyboard-response,77,2.1.0,200380,null,,null,blank,,,,
,,,,,image-keyboard-response,78,2.1.0,200582,null,Targets/pic76.jpg,null,target,,,,
,,,,,html-keyboard-response,79,2.1.0,202217,1634,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,80,2.1.0,203244,1027,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,81,2.1.0,203746,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,82,2.1.0,203849,null,Primes/unpleasant_1.jpg,null,prime,unpleasant,Primes/unpleasant_1.jpg,,
,,,,,html-keyboard-response,83,2.1.0,203950,null,,null,blank,,,,
,,,,,image-keyboard-response,84,2.1.0,204153,null,Targets/pic62.jpg,null,target,,,,
,,,,,html-keyboard-response,85,2.1.0,205141,987,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,86,2.1.0,205467,324,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,87,2.1.0,205968,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,88,2.1.0,206071,null,Primes/pleasant1.jpg,null,prime,pleasant,Primes/pleasant1.jpg,,
,,,,,html-keyboard-response,89,2.1.0,206173,null,,null,blank,,,,
,,,,,image-keyboard-response,90,2.1.0,206375,null,Targets/pic48.jpg,null,target,,,,
,,,,,html-keyboard-response,91,2.1.0,207230,853,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,92,2.1.0,207979,749,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,93,2.1.0,208481,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,94,2.1.0,208584,null,Primes/unpleasant_8.jpg,null,prime,unpleasant,Primes/unpleasant_8.jpg,,
,,,,,html-keyboard-response,95,2.1.0,208686,null,,null,blank,,,,
,,,,,image-keyboard-response,96,2.1.0,208888,null,Targets/pic75.jpg,null,target,,,,
,,,,,html-keyboard-response,97,2.1.0,213427,4538,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,98,2.1.0,213859,432,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,99,2.1.0,214360,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,100,2.1.0,214463,null,Primes/unpleasant_4.jpg,null,prime,unpleasant,Primes/unpleasant_4.jpg,,
,,,,,html-keyboard-response,101,2.1.0,214565,null,,null,blank,,,,
,,,,,image-keyboard-response,102,2.1.0,214768,null,Targets/pic1.jpg,null,target,,,,
,,,,,html-keyboard-response,103,2.1.0,215565,796,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,104,2.1.0,215948,382,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,105,2.1.0,216449,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,106,2.1.0,216552,null,Primes/pleasant1.jpg,null,prime,pleasant,Primes/pleasant1.jpg,,
,,,,,html-keyboard-response,107,2.1.0,216654,null,,null,blank,,,,
,,,,,image-keyboard-response,108,2.1.0,216856,null,Targets/pic16.jpg,null,target,,,,
,,,,,html-keyboard-response,109,2.1.0,217361,504,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,110,2.1.0,217827,465,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,111,2.1.0,218328,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,112,2.1.0,218431,null,Primes/unpleasant_5.jpg,null,prime,unpleasant,Primes/unpleasant_5.jpg,,
,,,,,html-keyboard-response,113,2.1.0,218534,null,,null,blank,,,,
,,,,,image-keyboard-response,114,2.1.0,218735,null,Targets/pic67.jpg,null,target,,,,
,,,,,html-keyboard-response,115,2.1.0,219735,999,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,116,2.1.0,220000,265,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,117,2.1.0,220501,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,118,2.1.0,220616,null,Primes/pleasant5.jpg,null,prime,pleasant,Primes/pleasant5.jpg,,
,,,,,html-keyboard-response,119,2.1.0,220718,null,,null,blank,,,,
,,,,,image-keyboard-response,120,2.1.0,220921,null,Targets/pic42.jpg,null,target,,,,
,,,,,html-keyboard-response,121,2.1.0,221538,615,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,122,2.1.0,221773,235,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,123,2.1.0,222276,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,124,2.1.0,222379,null,Primes/pleasant4.jpg,null,prime,pleasant,Primes/pleasant4.jpg,,
,,,,,html-keyboard-response,125,2.1.0,222480,null,,null,blank,,,,
,,,,,image-keyboard-response,126,2.1.0,222682,null,Targets/pic46.jpg,null,target,,,,
,,,,,html-keyboard-response,127,2.1.0,223219,536,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,128,2.1.0,223502,281,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,129,2.1.0,224004,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,130,2.1.0,224106,null,Primes/unpleasant_4.jpg,null,prime,unpleasant,Primes/unpleasant_4.jpg,,
,,,,,html-keyboard-response,131,2.1.0,224207,null,,null,blank,,,,
,,,,,image-keyboard-response,132,2.1.0,224409,null,Targets/pic4.jpg,null,target,,,,
,,,,,html-keyboard-response,133,2.1.0,225417,1007,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,134,2.1.0,225608,190,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,135,2.1.0,226109,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,136,2.1.0,226211,null,Primes/pleasant1.jpg,null,prime,pleasant,Primes/pleasant1.jpg,,
,,,,,html-keyboard-response,137,2.1.0,226312,null,,null,blank,,,,
,,,,,image-keyboard-response,138,2.1.0,226513,null,Targets/pic35.jpg,null,target,,,,
,,,,,html-keyboard-response,139,2.1.0,227111,597,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,140,2.1.0,228164,1052,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,141,2.1.0,228665,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,142,2.1.0,228768,null,Primes/unpleasant_1.jpg,null,prime,unpleasant,Primes/unpleasant_1.jpg,,
,,,,,html-keyboard-response,143,2.1.0,228871,null,,null,blank,,,,
,,,,,image-keyboard-response,144,2.1.0,229074,null,Targets/pic52.jpg,null,target,,,,
,,,,,html-keyboard-response,145,2.1.0,230073,999,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,146,2.1.0,230389,315,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,147,2.1.0,230891,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,148,2.1.0,230995,null,Primes/pleasant10.jpg,null,prime,pleasant,Primes/pleasant10.jpg,,
,,,,,html-keyboard-response,149,2.1.0,231097,null,,null,blank,,,,
,,,,,image-keyboard-response,150,2.1.0,231300,null,Targets/pic58.jpg,null,target,,,,
,,,,,html-keyboard-response,151,2.1.0,233045,1744,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,152,2.1.0,233405,359,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,153,2.1.0,233906,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,154,2.1.0,234009,null,Primes/pleasant3.jpg,null,prime,pleasant,Primes/pleasant3.jpg,,
,,,,,html-keyboard-response,155,2.1.0,234110,null,,null,blank,,,,
,,,,,image-keyboard-response,156,2.1.0,234312,null,Targets/pic77.jpg,null,target,,,,
,,,,,html-keyboard-response,157,2.1.0,234966,652,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,158,2.1.0,235249,283,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,159,2.1.0,235751,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,160,2.1.0,235855,null,Primes/pleasant4.jpg,null,prime,pleasant,Primes/pleasant4.jpg,,
,,,,,html-keyboard-response,161,2.1.0,235957,null,,null,blank,,,,
,,,,,image-keyboard-response,162,2.1.0,236159,null,Targets/pic49.jpg,null,target,,,,
,,,,,html-keyboard-response,163,2.1.0,237214,1055,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,164,2.1.0,237455,241,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,165,2.1.0,237956,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,166,2.1.0,238058,null,Primes/unpleasant_7.jpg,null,prime,unpleasant,Primes/unpleasant_7.jpg,,
,,,,,html-keyboard-response,167,2.1.0,238160,null,,null,blank,,,,
,,,,,image-keyboard-response,168,2.1.0,238362,null,Targets/pic9.jpg,null,target,,,,
,,,,,html-keyboard-response,169,2.1.0,239381,1019,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,170,2.1.0,239737,356,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,171,2.1.0,240239,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,172,2.1.0,240342,null,Primes/unpleasant_5.jpg,null,prime,unpleasant,Primes/unpleasant_5.jpg,,
,,,,,html-keyboard-response,173,2.1.0,240444,null,,null,blank,,,,
,,,,,image-keyboard-response,174,2.1.0,240646,null,Targets/pic28.jpg,null,target,,,,
,,,,,html-keyboard-response,175,2.1.0,241183,536,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,176,2.1.0,241432,249,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,177,2.1.0,241933,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,178,2.1.0,242035,null,Primes/pleasant2.jpg,null,prime,pleasant,Primes/pleasant2.jpg,,
,,,,,html-keyboard-response,179,2.1.0,242137,null,,null,blank,,,,
,,,,,image-keyboard-response,180,2.1.0,242339,null,Targets/pic63.jpg,null,target,,,,
,,,,,html-keyboard-response,181,2.1.0,242905,565,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,182,2.1.0,243216,311,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,183,2.1.0,243717,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,184,2.1.0,243820,null,Primes/pleasant7.jpg,null,prime,pleasant,Primes/pleasant7.jpg,,
,,,,,html-keyboard-response,185,2.1.0,243921,null,,null,blank,,,,
,,,,,image-keyboard-response,186,2.1.0,244123,null,Targets/pic66.jpg,null,target,,,,
,,,,,html-keyboard-response,187,2.1.0,244574,450,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,188,2.1.0,244887,313,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,189,2.1.0,245388,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,190,2.1.0,245490,null,Primes/unpleasant_9.jpg,null,prime,unpleasant,Primes/unpleasant_9.jpg,,
,,,,,html-keyboard-response,191,2.1.0,245592,null,,null,blank,,,,
,,,,,image-keyboard-response,192,2.1.0,245794,null,Targets/pic8.jpg,null,target,,,,
,,,,,html-keyboard-response,193,2.1.0,247139,1345,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,194,2.1.0,247442,303,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,195,2.1.0,247944,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,196,2.1.0,248046,null,Primes/unpleasant_9.jpg,null,prime,unpleasant,Primes/unpleasant_9.jpg,,
,,,,,html-keyboard-response,197,2.1.0,248148,null,,null,blank,,,,
,,,,,image-keyboard-response,198,2.1.0,248350,null,Targets/pic21.jpg,null,target,,,,
,,,,,html-keyboard-response,199,2.1.0,248935,584,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,200,2.1.0,249249,314,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,201,2.1.0,249751,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,202,2.1.0,249852,null,Primes/pleasant2.jpg,null,prime,pleasant,Primes/pleasant2.jpg,,
,,,,,html-keyboard-response,203,2.1.0,249953,null,,null,blank,,,,
,,,,,image-keyboard-response,204,2.1.0,250156,null,Targets/pic56.jpg,null,target,,,,
,,,,,html-keyboard-response,205,2.1.0,250603,447,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",i,,,,,
,,,,,html-keyboard-response,206,2.1.0,250856,252,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,207,2.1.0,251358,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,208,2.1.0,251460,null,Primes/unpleasant_1.jpg,null,prime,unpleasant,Primes/unpleasant_1.jpg,,
,,,,,html-keyboard-response,209,2.1.0,251563,null,,null,blank,,,,
,,,,,image-keyboard-response,210,2.1.0,251765,null,Targets/pic7.jpg,null,target,,,,
,,,,,html-keyboard-response,211,2.1.0,252414,648,"<img src=""Mask/ampmask.jpg"" style=""width:100%; max-width:400px;"">",e,,,,,
,,,,,html-keyboard-response,212,2.1.0,252713,298,Did the prime influence your judgment?<br><br>,0,,,,,
,,,,,html-keyboard-response,213,2.1.0,253214,null,"<div style=""font-size:60px;"">+</div>",null,,,,,
,,,,,image-keyboard-response,214,2.1.0,253318,null,Primes/unpleasant_10.jpg,null,prime,unpleasant,Primes/unpleasant_10.jpg,,
,,,,,html-keyboard-response,215,2.1.0,253419,null,,null,blank,,,,
